account_id,appliance_group,profile_id
600245506,"ОП,ПГ,ВПГ",0
600250145,"ОП,ПГ,ВПГ",0
600250722,"ОП,ПГ,ВПГ",0
600253183,"ОП,ПГ,ВПГ",0
600253288,"ОП,ПГ,ВПГ",0
600266926,"ОП,ПГ,ВПГ",0
600269085,"ОП,ПГ,ВПГ",0
600270261,"ОП,ПГ,ВПГ",0
600270737,"ОП,ПГ,ВПГ",0
600271291,"ОП,ПГ,ВПГ",0
600273168,"ОП,ПГ,ВПГ",0
600249778,"ОП,ПГ,ВПГ",0
600251084,"ОП,ПГ,ВПГ",0
600251539,"ОП,ПГ,ВПГ",0
600253355,"ОП,ПГ,ВПГ",0
600255644,"ОП,ПГ,ВПГ",0
600257092,"ОП,ПГ,ВПГ",0
600259240,"ОП,ПГ,ВПГ",0
600260997,"ОП,ПГ,ВПГ",0
600261202,"ОП,ПГ,ВПГ",0
600262453,"ОП,ПГ,ВПГ",0
600265889,"ОП,ПГ,ВПГ",0
600267214,"ОП,ПГ,ВПГ",0
600267887,"ОП,ПГ,ВПГ",0
600271508,"ОП,ПГ,ВПГ",0
600272134,"ОП,ПГ,ВПГ",0
600272911,"ОП,ПГ,ВПГ",0
600273481,"ОП,ПГ,ВПГ",0
600274220,"ОП,ПГ,ВПГ",0
600277062,"ОП,ПГ,ВПГ",0
600247167,"ОП,ПГ,ВПГ",0
600247391,"ОП,ПГ,ВПГ",0
600252744,"ОП,ПГ,ВПГ",0
600253047,"ОП,ПГ,ВПГ",0
600254905,"ОП,ПГ,ВПГ",0
600255006,"ОП,ПГ,ВПГ",0
600257399,"ОП,ПГ,ВПГ",0
600267049,"ОП,ПГ,ВПГ",0
600274625,"ОП,ПГ,ВПГ",0
600275279,"ОП,ПГ,ВПГ",0
600275993,"ОП,ПГ,ВПГ",0
600276783,"ОП,ПГ,ВПГ",0
600277464,"ОП,ПГ,ВПГ",0
600278191,"ОП,ПГ,ВПГ",0
600259607,"ОП,ПГ,ВПГ",0
600261978,"ОП,ПГ,ВПГ",0
600268916,"ОП,ПГ,ВПГ",0
600270092,"ОП,ПГ,ВПГ",0
600270480,"ОП,ПГ,ВПГ",0
600271380,"ОП,ПГ,ВПГ",0
600272346,"ОП,ПГ,ВПГ",0
600274280,"ОП,ПГ,ВПГ",0
600274992,"ОП,ПГ,ВПГ",0
600280475,"ОП,ПГ,ВПГ",0
600280856,"ОП,ПГ,ВПГ",0
600281983,"ОП,ПГ,ВПГ",0
600282583,"ОП,ПГ,ВПГ",0
600282687,"ОП,ПГ,ВПГ",0
600284169,"ОП,ПГ,ВПГ",0
600285649,"ОП,ПГ,ВПГ",0
600287280,"ОП,ПГ,ВПГ",0
600288027,"ОП,ПГ,ВПГ",0
600289551,"ОП,ПГ,ВПГ",0
600264388,"ОП,ПГ,ВПГ",0
600264545,"ОП,ПГ,ВПГ",0
600266470,"ОП,ПГ,ВПГ",0
600273075,"ОП,ПГ,ВПГ",0
600273831,"ОП,ПГ,ВПГ",0
600276132,"ОП,ПГ,ВПГ",0
600276991,"ОП,ПГ,ВПГ",0
600281038,"ОП,ПГ,ВПГ",0
600281158,"ОП,ПГ,ВПГ",0
600284092,"ОП,ПГ,ВПГ",0
600288196,"ОП,ПГ,ВПГ",0
600288216,"ОП,ПГ,ВПГ",0
600290769,"ОП,ПГ,ВПГ",0
600064429,"ОП,ПГ,ВПГ",0
600064557,"ОП,ПГ,ВПГ",0
600262391,"ОП,ПГ,ВПГ",0
600262861,"ОП,ПГ,ВПГ",0
600266210,"ОП,ПГ,ВПГ",0
600271844,"ОП,ПГ,ВПГ",0
600272753,"ОП,ПГ,ВПГ",0
600274444,"ОП,ПГ,ВПГ",0
600276189,"ОП,ПГ,ВПГ",0
600277820,"ОП,ПГ,ВПГ",0
600278255,"ОП,ПГ,ВПГ",0
600280823,"ОП,ПГ,ВПГ",0
600281144,"ОП,ПГ,ВПГ",0
600284002,"ОП,ПГ,ВПГ",0
600286161,"ОП,ПГ,ВПГ",0
600286570,"ОП,ПГ,ВПГ",0
600286868,"ОП,ПГ,ВПГ",0
600287069,"ОП,ПГ,ВПГ",0
600289444,"ОП,ПГ,ВПГ",0
600289599,"ОП,ПГ,ВПГ",0
600273956,"ОП,ПГ,ВПГ",0
600275883,"ОП,ПГ,ВПГ",0
600280309,"ОП,ПГ,ВПГ",0
600280545,"ОП,ПГ,ВПГ",0
600280837,"ОП,ПГ,ВПГ",0
600281528,"ОП,ПГ,ВПГ",0
600281659,"ОП,ПГ,ВПГ",0
600283043,"ОП,ПГ,ВПГ",0
600283571,"ОП,ПГ,ВПГ",0
600287785,"ОП,ПГ,ВПГ",0
600288039,"ОП,ПГ,ВПГ",0
600291296,"ОП,ПГ,ВПГ",0
600063742,"ОП,ПГ,ВПГ",0
600074436,"ОП,ПГ,ВПГ",0
